Date,Cash,MarketValue,Equity,RealizedPnL,UnrealizedPnL,GrossExposure,NetExposure,Drawdown,DailyPnL,VaR
2015-02-05,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-06,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-09,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-10,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-11,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-12,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-13,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-17,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-18,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-19,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-20,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-23,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-24,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-25,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-26,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-02-27,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-02,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-03,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-04,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-05,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-06,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-09,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-10,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-11,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-12,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-13,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-16,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-17,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-18,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-19,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-20,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-23,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-24,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-25,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-26,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-27,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-30,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-03-31,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-01,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-02,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-06,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-07,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-08,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-09,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-10,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-13,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-14,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-15,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-16,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-17,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-20,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-21,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-22,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-23,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-24,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-27,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-28,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-29,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-04-30,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-01,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-04,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-05,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-06,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-07,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-08,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-11,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-12,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-13,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-14,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-15,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-18,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-19,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-20,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-21,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-22,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-26,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,
2015-05-27,95555.21142,4473.474999999999,100028.68642000001,0.0,29.68641999999946,4473.474999999999,4473.474999999999,0.0,28.68642000001273,
2015-05-28,91086.96815,8937.9,100024.86815,0.0,26.86815000000138,8937.9,8937.9,3.817174989168418e-05,-3.8182700000179466,
2015-05-29,86617.77469,13322.175,99939.94969000001,0.0,-57.050309999998916,13322.175,13322.175,0.0008871128190908833,-84.91845999998623,
2015-06-01,82157.93310000001,17799.4,99957.33310000002,0.0,-38.66689999999835,17799.4,17799.4,0.0007133285715699264,17.383410000009462,
2015-06-02,77718.19553000001,22226.375,99944.57053000001,0.0,-50.42946999999742,22226.375,22226.375,0.0008409176708251022,-12.762570000006235,
2015-06-03,73256.90365000001,26744.7,100001.60365,0.0,7.603650000000073,26744.7,26744.7,0.0002707500315088929,57.03311999999278,
2015-06-04,68815.940835,30935.975,99751.91583499999,0.0,-241.0841650000016,30935.975,30935.975,0.002766912121967863,-249.68781500001205,
2015-06-05,64398.007625,35297.8,99695.807625,0.0,-296.19237499999826,35297.8,35297.8,0.0033278333137588293,-56.10820999999123,
2015-06-08,59986.525705,39465.0,99451.52570500001,0.0,-539.4742949999959,39465.0,39465.0,0.00576995195734777,-244.281919999994,
2015-06-09,55600.398855,43842.5,99442.898855,0.0,-547.1011449999992,43842.5,43842.5,0.0058561957171006295,-8.626850000000559,
2015-06-10,51194.44304,48800.125,99994.56804,0.0,5.568039999997865,48800.125,48800.125,0.0003410859546506323,551.6691849999916,
2015-06-11,46744.65346,53415.299999999996,100159.95345999999,0.0,171.95345999999176,53415.299999999996,53415.299999999996,0.0,165.38541999999143,
2015-06-12,42312.592425,57424.575000000004,99737.167425,0.0,-249.83257500000207,57424.575000000004,57424.575000000004,0.004221108540838402,-422.7860349999828,
2015-06-15,37921.914665000004,61576.9,99498.81466500001,0.0,-487.18533500000376,61576.9,61576.9,0.006600829694514688,-238.3527599999943,
2015-06-16,33525.485755,66330.375,99855.860755,0.0,-129.13924499999752,66330.375,66330.375,0.003036070749787549,357.0460899999889,
2015-06-17,29094.62496,70863.59999999999,99958.22495999999,0.0,-25.77504000000772,70863.59999999999,70863.59999999999,0.002014063435847741,102.36420499999076,
2015-06-18,24648.411095000003,76078.40000000001,100726.81109500001,0.0,743.8110950000095,76078.40000000001,76078.40000000001,0.0,768.5861350000196,
2015-06-19,20176.842160000004,80204.85,100381.69216,0.0,399.692160000005,80204.85,80204.85,0.003426286717987216,-345.1189350000059,
2015-06-22,15696.471465000004,85086.75,100783.22146500001,0.0,802.2214649999875,85086.75,85086.75,0.0,401.52930500000366,
2015-06-23,11210.974745000003,89628.0,100838.974745,0.0,858.9747449999976,89628.0,89628.0,0.0,55.7532799999899,
2015-06-24,6734.629855000003,93425.85,100160.47985500001,0.0,181.47985500000345,93425.85,93425.85,0.0067284984968932334,-678.4948899999872,
2015-06-25,2270.737455000003,97568.9,99839.637455,0.0,-138.36254499999683,97568.9,97568.9,0.009910228585000038,-320.84240000000864,
2015-06-26,136.03479980000338,99675.758,99811.79279980001,0.0,-165.20720019999067,99675.758,99675.758,0.01018635847694319,-27.84465519999503,
2015-06-29,136.03479980000338,97600.854,97736.88879980001,0.0,-2240.1112001999945,97600.854,97600.854,0.030762767600964722,-2074.903999999995,
2015-06-30,136.03479980000338,97821.158,97957.1927998,0.0,-2019.8072001999972,97821.158,97821.158,0.028578056773062212,220.30399999998917,
2015-07-01,136.03479980000338,98590.536,98726.5707998,0.0,-1250.4292001999972,98590.536,98590.536,0.020948288601126828,769.377999999997,
2015-07-02,136.03479980000338,98488.25200000001,98624.28679980001,0.0,-1352.7132001999903,98488.25200000001,98488.25200000001,0.02196261862836718,-102.2839999999851,
2015-07-06,136.03479980000338,98196.57400000001,98332.60879980001,0.0,-1644.3912001999934,98196.57400000001,98196.57400000001,0.024855131178574984,-291.6779999999999,
2015-07-07,136.03479980000338,98831.634,98967.66879980001,0.0,-1009.331200199996,98831.634,98831.634,0.01855736782263124,635.0599999999977,
2015-07-08,136.03479980000338,97164.18,97300.2147998,0.0,-2676.785200200003,97164.18,97164.18,0.03509317656341469,-1667.4540000000125,
2015-07-09,136.03479980000338,97347.392,97483.42679980001,0.0,-2493.573200199991,97347.392,97347.392,0.03327629970143431,183.2120000000141,
2015-07-10,4514.808669800003,94194.633,98709.4416698,-62.55020474199233,-1205.0081254580073,94194.633,94194.633,0.02111815476689574,1226.0148699999845,
2015-07-13,95.6502148000036,99656.65,99752.3002148,-62.55020474199233,-161.14958045801023,99656.65,99656.65,0.010776334576466795,1042.8585449999955,
2015-07-14,95.6502148000036,100101.754,100197.4042148,-62.55020474199233,283.95441954199066,100101.754,100101.754,0.006362326985398177,445.10400000000664,
2015-07-15,95.6502148000036,100064.662,100160.3122148,-62.55020474199233,246.86241954198925,100064.662,100064.662,0.006730160951320598,-37.09200000000419,
2015-07-16,95.6502148000036,100870.008,100965.6582148,-62.55020474199233,1052.2084195420011,100870.008,100870.008,0.0,805.346000000005,
2015-07-17,95.6502148000036,100958.242,101053.8922148,-62.55020474199233,1140.442419541991,100958.242,100958.242,0.0,88.23399999999674,
2015-07-20,95.6502148000036,101009.946,101105.5962148,-62.55020474199233,1192.1464195419985,101009.946,101009.946,0.0,51.703999999997905,
2015-07-21,95.6502148000036,100602.496,100698.1462148,-62.55020474199233,784.6964195420016,100602.496,100602.496,0.0040299450797398485,-407.4499999999971,
2015-07-22,95.6502148000036,100435.02,100530.6702148,-62.55020474199233,617.2204195420006,100435.02,100435.02,0.005686391471136329,-167.4759999999951,
2015-07-23,95.6502148000036,99848.292,99943.9422148,-62.55020474199233,30.492419541994366,99848.292,99848.292,0.01148951238596178,-586.7280000000028,
2015-07-24,95.6502148000036,98820.95599999999,98916.60621479999,-62.55020474199233,-996.8435804580073,98820.95599999999,98820.95599999999,0.021650532531843944,-1027.3360000000102,
2015-07-27,95.6502148000036,98224.11200000001,98319.76221480001,-62.55020474199233,-1593.687580457998,98224.11200000001,98224.11200000001,0.027553707255545498,-596.8439999999828,
2015-07-28,95.6502148000036,99450.958,99546.6082148,-62.55020474199233,-366.84158045800206,99450.958,99450.958,0.015419403656825382,1226.8459999999905,
2015-07-29,95.6502148000036,100145.02799999999,100240.67821479999,-62.55020474199233,327.22841954198964,100145.02799999999,100145.02799999999,0.008554600658923734,694.0699999999924,
2015-07-30,95.6502148000036,100172.004,100267.6542148,-62.55020474199233,354.20441954199066,100172.004,100172.004,0.008287790501920172,26.976000000009662,
2015-07-31,95.6502148000036,100010.148,100105.7982148,-62.55020474199233,192.3484195420005,100010.148,100010.148,0.009888651443940976,-161.85599999999977,
2015-08-03,95.6502148000036,99666.76599999999,99762.41621479999,-62.55020474199233,-151.03358045800985,99666.76599999999,99666.76599999999,0.01328492240079774,-343.38200000001234,
2015-08-04,95.6502148000036,99479.05799999999,99574.70821479999,-62.55020474199233,-338.74158045801164,99479.05799999999,99479.05799999999,0.015141476409946857,-187.70799999999872,
2015-08-05,95.6502148000036,99801.084,99896.7342148,-62.55020474199233,-16.715580458007423,99801.084,99801.084,0.011956430160717835,322.0260000000126,
2015-08-06,95.6502148000036,99003.606,99099.2562148,-62.55020474199233,-814.1935804579978,99003.606,99003.606,0.01984400542713288,-797.4780000000028,
2015-08-07,95.6502148000036,98799.038,98894.6882148,-62.55020474199233,-1018.7615804580001,98799.038,98799.038,0.021867315784409168,-204.5679999999993,
2015-08-10,95.6502148000036,100042.744,100138.3942148,-62.55020474199233,224.9444195419964,100042.744,100042.744,0.009566255837561736,1243.7060000000056,
2015-08-11,95.6502148000036,99143.54400000001,99239.19421480001,-62.55020474199233,-674.2555804580004,99143.54400000001,99143.54400000001,0.0184599277376773,-899.1999999999971,
2015-08-12,95.6502148000036,99267.18400000001,99362.83421480001,-62.55020474199233,-550.615580458001,99267.18400000001,99267.18400000001,0.017237047851411412,123.63999999999942,
2015-08-13,95.6502148000036,99138.48599999999,99234.13621479999,-62.55020474199233,-679.3135804580086,99138.48599999999,99138.48599999999,0.018509954642115637,-128.6980000000185,
2015-08-14,95.6502148000036,99499.852,99595.5022148,-62.55020474199233,-317.9475804580082,99499.852,99499.852,0.014935810247256594,361.3660000000091,
2015-08-17,95.6502148000036,100053.422,100149.0722148,-62.55020474199233,235.62241954199948,100053.422,100053.422,0.009460643483747864,553.570000000007,
2015-08-18,95.6502148000036,99752.19,99847.8402148,-62.55020474199233,-65.60958045800129,99752.19,99752.19,0.012440023570286623,-301.2320000000036,
2015-08-19,95.6502148000036,98987.87,99083.5202148,-62.55020474199233,-829.929580458009,98987.87,98987.87,0.019999644685384944,-764.320000000007,
2015-08-20,4457.902389800004,92605.65,97063.5523898,-140.59160538514175,-2771.85600481486,92605.65,92605.65,0.039978438151065665,-2019.9678249999997,
2015-08-21,8719.674664800004,85541.376,94261.05066480002,-319.1129060282917,-5395.836429171701,85541.376,85541.376,0.0676970000301335,-2802.50172499998,
2015-08-24,12680.757089800005,78045.159,90725.91608980001,-798.3240566714416,-8451.759853528552,78045.159,78045.159,0.10266177653458702,-3535.1345750000037,
2015-08-25,16808.806114800005,73145.22600000001,89954.03211480001,-1110.5686073145914,-8911.399277885403,73145.22600000001,73145.22600000001,0.11029621027414113,-771.8839750000043,
2015-08-26,20866.794154800005,71848.481,92715.27515480001,-1492.8741429577412,-5767.850702242251,71848.481,71848.481,0.08298572358126106,2761.243040000001,
2015-08-27,25028.861374800006,69404.696,94433.5573748,-1771.1004986008902,-3771.3421265991065,69404.696,69404.696,0.06599079665011985,1718.2822199999937,
2015-08-28,29222.472284800006,65196.72900000001,94419.20128480002,-2017.7831642440397,-3539.0155509559513,65196.72900000001,65196.72900000001,0.06613278770242013,-14.35608999998658,
2015-08-31,33407.45991980001,60493.82000000001,93901.27991980001,-2273.0891048871886,-3801.6309753128016,60493.82000000001,60493.82000000001,0.07125536631715548,-517.921365000002,
2015-09-01,37486.96865480001,54642.191,92129.15965480001,-2633.873945530338,-5212.966399669657,54642.191,54642.191,0.08878278647335648,-1772.120265000005,
2015-09-02,41598.27102980001,51535.223999999995,93133.4950298,-2962.8651461734876,-3879.63982402651,51535.223999999995,51535.223999999995,0.07884925744429785,1004.3353749999951,
2015-09-03,45744.54140980001,47444.544,93189.08540980001,-3256.888341816637,-3530.0262483833544,47444.544,47444.544,0.07829943248820041,55.590380000008736,
2015-09-04,49818.55124480001,42652.028000000006,92470.57924480001,-3623.172082459787,-3882.248672740205,42652.028000000006,42652.028000000006,0.08540592502570075,-718.5061649999989,
2015-09-08,53958.347919800006,39552.93,93511.2779198,-3923.6689831029366,-2541.0530970970617,39552.93,39552.93,0.07511273934694747,1040.6986749999924,
2015-09-09,58169.180384800005,34912.16,93081.34038480002,-4153.130093746086,-2741.5295214539074,34912.16,34912.16,0.07936510075023302,-429.93753499999,
2015-09-10,62279.48295980001,30964.956,93244.4389598,-4483.121094389235,-2248.4399458107605,30964.956,30964.956,0.07775194993458996,163.0985749999818,
2015-09-11,66406.83212480001,26944.811999999998,93351.64412480002,-4796.065505032384,-1828.2903701676107,26944.811999999998,26944.811999999998,0.07669162123851797,107.20516500002122,
2015-09-14,70567.17468980001,22705.558,93272.73268980002,-5076.016515675534,-1627.2507945244588,22705.558,22705.558,0.0774721065722116,-78.9114350000018,
2015-09-15,74721.11853480001,18791.36,93512.47853480002,-5362.366246318684,-1101.1552188813102,18791.36,18791.36,0.07510086448497189,239.74584499999764,
2015-09-16,78921.70304980001,14721.705,93643.40804980001,-5602.075306961833,-730.5166432381604,14721.705,14721.705,0.07380588656187222,130.92951499999617,
2015-09-17,83146.9326348,10468.886,93615.8186348,-5817.139297604983,-543.0420675950106,10468.886,10468.886,0.07407876379154994,-27.589415000009467,
2015-09-18,87302.7760998,6149.067,93451.8430998,-6101.589408248133,-422.56749195186137,6149.067,6149.067,0.07570058831105168,-163.97553500000504,
2015-09-21,91473.6665548,2003.1239999999998,93476.7905548,-6370.992528891283,-128.21691630871192,2003.1239999999998,2003.1239999999998,0.07545384178134426,24.947455000001355,
2015-09-22,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,-27.567390399999567,
2015-09-23,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-09-24,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-09-25,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-09-28,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-09-29,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-09-30,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-01,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-02,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-05,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-06,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-07,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-08,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-09,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-12,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-13,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-14,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-15,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-16,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-19,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-20,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-21,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-22,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-23,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-26,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-27,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-28,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-29,93449.2231644,0.0,93449.2231644,-6526.776835599994,0.0,0.0,0.0,0.07572650117342611,0.0,
2015-10-30,89006.40997939999,4417.525,93423.93497939999,-6526.776835599994,-24.28818500000034,4417.525,4417.525,0.0759766177440884,-25.288185000012163,
2015-11-02,84578.84984439999,8939.85,93518.69984439999,-6526.776835599994,71.47668000000067,8939.85,8939.85,0.07503933169318894,94.76486500000465,
2015-11-03,80115.88262939999,13447.875,93563.75762939999,-6526.776835599994,117.53446500000138,13447.875,13447.875,0.074593680941036,45.05778499999724,
2015-11-04,75623.70957439998,17877.699999999997,93501.40957439998,-6526.776835599994,56.18641000000082,17877.699999999997,17877.699999999997,0.07521034369101426,-62.34805500000948,
2015-11-05,71151.44049939998,22324.375,93475.81549939998,-6526.776835599994,31.59233500000269,22324.375,22324.375,0.07546348571240767,-25.594075000000885,
2015-11-06,66693.29924939998,26774.85,93468.14924939998,-6526.776835599994,24.926084999998466,26774.85,26774.85,0.07553930990302624,-7.666249999994761,
2015-11-09,62244.93495439998,30942.8,93187.73495439997,-6526.776835599994,-254.4882099999981,30942.8,30942.8,0.07831278936903191,-280.4142950000096,
2015-11-10,57834.12816939998,35445.4,93279.52816939997,-6526.776835599994,-161.69499499999915,35445.4,35445.4,0.07740489486628864,91.79321499999787,
2015-11-11,53395.11574439998,39723.525,93118.64074439998,-6526.776835599994,-321.58242,39723.525,39723.525,0.07899617597261026,-160.88742499999353,
2015-11-12,49005.863269399975,43528.75,92534.61326939997,-6526.776835599994,-904.609895,43528.75,43528.75,0.08477258694158607,-584.0274750000099,
2015-11-13,44662.569984399976,47334.375,91996.94498439998,-6526.776835599994,-1441.2781799999998,47334.375,47334.375,0.09009047541788476,-537.6682849999925,
2015-11-16,40362.36031439998,52409.700000000004,92772.06031439998,-6526.776835599994,-665.1628499999987,52409.700000000004,52409.700000000004,0.08242408147908378,775.1153300000005,
2015-11-17,35984.61013939998,56740.125,92724.73513939997,-6526.776835599994,-711.4880250000062,56740.125,56740.125,0.08289215819067809,-47.3251750000054,
2015-11-18,31605.65972439998,62075.65,93681.30972439998,-6526.776835599994,246.08655999999485,62075.65,62075.65,0.07343101438843241,956.5745850000094,
2015-11-19,27172.62349439998,66456.375,93628.99849439997,-6526.776835599994,194.7753299999917,66456.375,66456.375,0.07394840642169703,-52.31123000000662,
2015-11-20,22720.883524399982,71143.6,93864.48352439998,-6526.776835599994,431.26035999999885,71143.6,71143.6,0.07161930656158919,235.48503000001074,
2015-11-23,18270.868899399982,75499.97499999999,93770.84389939997,-6526.776835599994,338.6207349999971,75499.97499999999,75499.97499999999,0.07254546325820835,-93.63962500001071,
2015-11-24,13852.435589399982,80053.2,93905.63558939999,-6526.776835599994,474.41242499999845,80053.2,80053.2,0.07121228591643544,134.79169000001275,
2015-11-25,9399.770434399983,84486.825,93886.59543439998,-6526.776835599994,456.3722700000099,84486.825,84486.825,0.07140060541320749,-19.04015500000969,
2015-11-27,4948.530564399984,89043.5,93992.03056439999,-6526.776835599994,562.807399999997,89043.5,89043.5,0.07035778351266685,105.43513000001258,
2015-11-30,490.1392643999843,93099.825,93589.96426439998,-6526.776835599994,161.74110000000113,93099.825,93099.825,0.07433448030347367,-402.06630000000587,
